id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
5169;m-chloronitrobenzene;157.556;742;0.492;508.75
5170;m-chlorophenol;128.5578;729;0.486;487
5171;m-chlorotoluene;126.58528;660.18;0.318;435.45
5172;m-cresol;108.13992;705.85;0.448;475.43
5173;m-cymene;134.22116;649;0.378;448.23
5174;m-dibromobenzene;235.90576;761;0.293;491.15
5175;m-dichlorobenzene;147.00316;683.95;0.279;446.23
5176;m-diethylbenzene;134.22116;663;0.354;454.29
5177;m-difluorobenzene;114.0945664;552.94;0.32;363.66
5178;m-diisopropylbenzene;162.27492;684;0.359;476.33
5179;m-diisopropylbenzene hydroperoxide;194.27372;812;0.963;620
5180;m-dinitrobenzene;168.10884;808;0.667;575.5
5181;m-divinylbenzene;130.1894;692;0.373;472.65
5182;m-ethylaniline;121.18208;695.58;0.433;487.15
5183;m-ethylphenol;122.1668;716.45;0.519;491.57
5184;m-ethylstyrene;132.20528;676.81;0.376;463.2
5185;m-ethylthiophenol;138.2334;724.15;0.374;484.15
5186;m-ethyltoluene;120.19428;637.15;0.365;434.48
5187;m-fluorotoluene;110.1309832;590.48;0.311;388.15
5188;m-methylstyrene;118.1784;657;0.349;444.75
5189;m-methylthiophenol;124.20652;716.34;0.329;468.25
5190;m-nitroaniline;138.12592;815;0.73;579
5191;m-nitrotoluene;137.13812;734;0.492;505
5192;m-phenylenediamine;108.143;824;0.546;560
5193;m-terphenyl;230.30916;883;0.651;648.15
5194;m-toluenediamine;122.16988;804;0.579;557.15
5195;m-toluidine;107.1552;707;0.435;476.52
5196;m-xylene;106.1674;617;0.327;412.27
5199;maleic acid;116.07336;773;0.998;565
5200;maleic anhydride;98.05808;721;0.546;475.15
5201;maleonitrile;78.07336;704;0.558;492
5202;malonic acid;104.06236;805;0.942;580
5203;malononitrile;66.06236;715;0.502;491.5
5205;mercuric bromide;360.398;1012;0.292;595.15
5206;mercuric chloride;271.4954;973;0.284;577.15
5207;mercuric iodide;454.39894;1072;0.189;627.15
5208;mesityl oxide;98.1448;600;0.327;402.95
5209;mesitylene;120.19428;637.3;0.399;437.89
5210;meso-2,3-butanediol;90.1222;609.07;1.103;452
5211;meso-2,3-dibromobutane;215.91552;651.35;0.403;430.45
5212;meso-2,3-dichlorobutane;127.01292;592.85;0.278;389.15
5213;meso-2,3-diphenylbutane;210.31892;778.3;0.452;570.25
5214;methacrolein;70.09104;530;0.246;341.15
5215;methacrylic acid;86.09044;662;0.332;434.15
5216;methacrylonitrile;67.09044;554;0.301;363.45
5217;methane;16.04276;190.56;0.012;111.66
5218;methanesulfonyl chloride;114.55232;676;0.3;434.65
5219;methenamine;140.18824;837;0.299;554
5220;methoxyacetic acid;90.07884;691;0.625;478.26
5221;methoxypropanol;90.1222;569;0.759;393.15
5222;methyl 1,2-dimethylpropyl ether;102.17656;527.59;0.329;356.15
5223;methyl 1-ethylpropyl ether;102.17656;530.71;0.359;361.15
5224;methyl 1-methylbutyl ether;102.17656;535.12;0.359;364.15
5225;methyl 2,2-dimethylpropanoate;116.16008;565.5;0.404;374.25
5226;methyl 2,2-dimethylpropyl ether;102.17656;531.9;0.298;356.15
5227;methyl 2-ethylbutanoate;130.18696;584;0.456;409.15
5228;methyl 2-methyl-2-butenoate;114.1442;569;0.434;412.15
5229;methyl 2-methyl-2-pentenoate;128.17108;592.33;0.432;447.69
5230;methyl 2-methylbutyl ether;102.17656;533.65;0.359;363.15
5231;methyl 2-methylbutyrate;116.16008;572.95;0.412;388.55
5232;methyl 3-butenoate;100.11732;555.5;0.355;385.15
5233;methyl 3-hexenoate;128.17108;592.33;0.432;447.69
5234;methyl 3-methyl-2-butenoate;114.1442;569;0.434;409.65
5235;methyl 3-methyl-3-pentenoate;128.17108;592.33;0.432;447.69
5236;methyl 3-methylbutyl ether;102.17656;533.65;0.359;363.15
5237;methyl acetate;74.07944;506.55;0.331;330.09
5238;methyl acetoacetate;116.11672;642;0.513;444.85
5239;methyl acrylate;86.09044;536;0.348;353.35
5240;methyl alcohol;32.04216;512.64;0.564;337.85
5241;methyl benzoate;136.15032;693;0.421;472.65
5242;methyl bromide;94.93882;467;0.192;276.71
5243;methyl butanoate;102.1332;554.5;0.378;375.9
5244;methyl butyl ether;88.14968;512.74;0.313;343.31
5245;methyl butyl sulfide;104.21628;593;0.323;396.58
5246;methyl chloride;50.48752;416.25;0.153;248.93
5247;methyl chloroacetate;108.5242;600;0.434;402.97
5248;methyl chloroformate;94.49732;525;0.393;344
5249;methyl chlorosilane;80.5889;442;0.225;281.85
5250;methyl cis-2-butenoate;100.11732;555.5;0.355;391.15
5251;methyl cis-3-methyl-2-pentenoate;128.17108;592.33;0.432;447.69
5252;methyl cyanoacetate;99.08924;687;0.541;478.24
5253;methyl decanoate;186.29448;671;0.699;505
5254;methyl decyl sulfide;188.37756;717.91;0.592;520
5255;methyl dichlorosilane;115.03366;483;0.276;314.7
5256;methyl dodecanoate;214.34824;712;0.692;540
5257;methyl dodecyl sulfide;216.43132;748.42;0.667;553
5258;methyl ethyl ether;60.09592;437.8;0.222;280.5
5259;methyl ethyl ketone;72.10692;535.5;0.324;352.79
5260;methyl ethyl sulfide;76.16252;533;0.209;339.8
5261;methyl fluoride;34.0332232;317.42;0.198;194.82
5262;methyl formate;60.05256;487.2;0.254;304.9
5263;methyl heptadecyl sulfide;286.56572;810.53;0.787;625
5264;methyl heptanoate;144.21384;602;0.395;447.15
5265;methyl heptyl sulfide;146.29692;660.72;0.465;461.7
5266;methyl hexadecyl sulfide;272.53884;798.63;0.774;611
5267;methyl hexanoate;130.18696;587.95;0.407;422.65
5268;methyl hexyl sulfide;132.27004;638.37;0.42;440
5269;methyl iodide;141.93929;528;0.197;315.58
5270;methyl isobutanoate;102.1332;540.7;0.364;365.45
5271;methyl isobutyl ether;88.14968;497;0.31;331.7
5272;methyl isocyanate;57.05196;505;0.175;312
5273;methyl isocyanide;41.05256;517.86;0.294;332.16
5274;methyl isopentanoate;116.16008;572.95;0.412;389.65
5275;methyl isopropenyl ketone;84.11792;566;0.286;371.15
5276;methyl isopropyl ether;74.1228;464.48;0.266;303.92
5277;methyl isopropyl ketone;86.1338;553.4;0.321;367.55
5278;methyl isopropyl sulfide;90.1894;551;0.259;357.9
5279;methyl lactate;104.10572;584;0.77;417.95
5280;methyl mercaptan;48.10876;469.95;0.158;279.11
5281;methyl methacrylate;100.11732;564;0.317;373.45
5282;methyl nonadecyl sulfide;314.61948;832.33;0.795;645
5283;methyl nonanoate;172.2676;637;0.579;486.65
5284;methyl nonyl sulfide;174.35068;701.03;0.551;500
5285;methyl octadecyl sulfide;300.5926;821.75;0.794;635
5286;methyl octanoate;158.24072;629;0.596;466.05
5287;methyl octyl sulfide;160.3238;681.56;0.508;480
5288;methyl oleate;296.49364;764;1.049;617
5289;methyl pentadecyl sulfide;258.51196;787.27;0.754;597
5290;methyl pentanoate;116.16008;572.95;0.412;400.55
5291;methyl pentyl ether;102.17656;546.49;0.344;372
5292;methyl pentyl sulfide;118.24316;587.98;0.376;401.16
5293;methyl phenyl sulfide;124.20652;710.76;0.327;466.15
5294;methyl propanoate;88.10632;530.6;0.347;352.6
5295;methyl propyl disulfide;122.2554;642;0.346;450.31
5296;methyl propyl ether;74.1228;476.25;0.277;312.2
5297;methyl propyl ketone;86.1338;561.08;0.343;375.46
5298;methyl propyl sulfate;154.187;792;0.162;483.69
5299;methyl propyl sulfide;90.1894;565;0.274;368.69
5300;methyl salicylate;152.14972;709;0.581;493.9
5301;methyl sec-butyl ether;88.14968;498;0.306;332.15
5302;methyl silane;46.14414;352.5;0.139;216.25
5303;methyl tert-butyl ether;88.14968;497.1;0.266;328.35
5304;methyl tert-pentyl ether;102.17656;534;0.298;359.45
5305;methyl tetradecyl sulfide;244.48508;775.15;0.729;583
5306;methyl trans-2-butenoate;100.11732;555.5;0.355;394.15
5307;methyl trans-2-methyl-2-pentenoate;128.17108;592.33;0.432;447.69
5308;methyl trans-2-pentenoate;114.1442;569;0.434;435.22
5309;methyl trans-3-methyl-2-pentenoate;128.17108;592.33;0.432;424.15
5310;methyl trans-3-pentenoate;114.1442;569;0.434;435.22
5311;methyl trichlorosilane;149.47842;517;0.263;339.55
5312;methyl tridecyl sulfide;230.4582;762.23;0.7;569
5313;methyl undecanoate;200.32136;667;0.699;523.39
5314;methyl undecyl sulfide;202.40444;733.68;0.631;537
5315;methyl vinyl ether;58.08004;437;0.237;278.65
5316;methyl-1,1-dimethylpropylamine;101.19184;564.84;0.369;383.62
5317;methyl-1,2-dimethylpropylamine;101.19184;560.25;0.432;386.41
5318;methyl-1-methylbutylamine;101.19184;560.25;0.432;386.41
5319;methyl-2,2-dimethylpropylamine;101.19184;564.84;0.369;383.62
5320;methyl-2-methylbutylamine;101.19184;560.25;0.432;386.41
5321;methyl-3-methylbutylamine;101.19184;552.62;0.432;381.15
5322;methyl-butylamine;87.16496;531.8;0.441;364.25
5323;methyl-propylamine;73.13808;500;0.404;336.15
5324;methyl-sec-butylamine;87.16496;519.9;0.397;351.65
5325;methyl-tert-butylamine;87.16496;513.2;0.378;346.15
5326;methylacetylene;40.06476;402.4;0.212;249.94
5327;methylal;76.09532;480.6;0.29;315
5328;methylamine;31.05744;430.05;0.281;266.82
5329;methylbiphenyl;168.23828;790.07;0.425;536.65
5330;methylcyclobutane;70.1344;477.75;0.213;303.45
5331;methylcyclohexane;98.18816;572.1;0.236;374.08
5332;methylcyclohexanol;114.18756;635;0.685;440.65
5333;methylcyclopentadiene;80.12952;541;0.238;345.93
5334;methylcyclopentadiene dimer;160.25904;675;0.423;473
5335;methylcyclopentane;84.16128;532.79;0.23;344.96
5336;methylcyclopropane;56.10752;437.13;0.198;273.88
5337;methyldecylamine;171.32624;666.6;0.66;499.35
5338;methyldiethylamine;87.16496;507.56;0.347;339.15
5339;methyldiisopropylamine;115.21872;561.82;0.376;385.15
5340;methyldioctylamine;255.48752;744.03;0.818;591.95
5341;methyldipropylamine;115.21872;556.46;0.437;387.25
5342;methyldocosylamine;339.6488;815.11;0.77;665.15
5343;methyldodecylamine;199.38;696.8;0.726;534.15
5344;methyleicosylamine;311.59504;791.58;0.822;643.15
5345;methylethanolamine;75.1106;630;0.586;431.15
5346;methylethyl-sec-butylamine;115.21872;544.53;0.406;376.15
5347;methylethyl-tert-butylamine;115.21872;563.23;0.344;383.15
5348;methylethylamine;59.1112;475;0.319;309.15
5349;methylethylbutylamine;115.21872;560.63;0.437;390.15
5350;methylethylisobutylamine;115.21872;550.32;0.406;380.15
5351;methylethylisopropylamine;101.19184;538.62;0.361;364.65
5352;methylethylpropylamine;101.19184;534.36;0.392;364.65
5353;methylglutaronitrile;108.143;742;0.638;536.15
5354;methylheneicosylamine;325.62192;803.02;0.8;654.15
5355;methylheptadecylamine;269.5144;755.1;0.868;607.15
5356;methylheptylamine;129.2456;609.8;0.547;438.15
5357;methylhexadecylamine;255.48752;745;0.842;594.15
5358;methylhexylamine;115.21872;586.8;0.509;415.15
5359;methylisobutylamine;87.16496;515.2;0.403;350.15
5360;methylisopropylamine;73.13808;487.6;0.589;323.55
5361;methylnaphthalene;142.2004;766.52;0.347;515.15
5362;methylnonadecylamine;297.56816;773.4;0.913;632.15
5363;methylnonylamine;157.29936;649.4;0.624;480.15
5364;methylnorbornene;108.18328;600;0.211;390.15
5365;methyloctadecylamine;283.54128;764.5;0.898;620.15
5366;methyloctylamine;143.27248;630.6;0.586;459.85
5367;methylpentadecylamine;241.46064;734.3;0.814;580.15
5368;methylpentadiene, isomers;82.1454;526.51;0.25;349.15
5369;methylpentylamine;101.19184;561;0.473;390.55
5370;methylpropylisopropylamine;115.21872;558.79;0.406;386
5371;methylpyridine;93.12832;637.38;0.284;418.15
5372;methylstyrene;118.1784;658.75;0.334;442.65
5373;methyltetracosylamine;367.70256;837.69;0.708;684.15
5374;methyltetradecylamine;227.43376;722.7;0.792;566.15
5375;methyltricosylamine;353.67568;826.65;0.732;675.15
5376;methyltridecylamine;213.40688;710.2;0.755;550.15
5377;methylundecylamine;185.35312;682.3;0.692;517.15
5378;mixo-dichlorobutane;127.01292;598.51;0.288;393.94
5380;molybdenum fluoride;209.9304192;473;0.189;307.15
5382;monochloronaphthalene;162.61828;785;0.383;532.15
5383;monoethanolamine;61.08372;678.2;0.447;444.15
5384;morpholine;87.1216;618;0.355;401.15
5385;n-butylhydroperoxide;90.1222;565;0.866;405
5386;n-hexyl isobutyrate;172.2676;637;0.579;473.73
5387;n-propoxypropanol (mixed isomers);118.17596;600;0.817;481.98
5388;naphthacene;228.29328;987;0.565;716.15
5389;naphthalene;128.17352;748.4;0.302;491.14
5390;neoabietic acid;302.457;812;0.86;631
5391;neodecanoic acid;172.2676;713;0.877;528.15
5392;neoheptanoic acid;130.18696;662;0.635;475.65
5393;neoheptanoic acid;130.18696;680;0.717;427.81
5394;neopentyl acetate;130.18696;577;0.403;401.15
5395;nickel carbonyl;170.735;508.4;0.056;315.65
5397;niobium (V) fluoride;187.898396;737;0.241;502.15
5398;nitric acid;63.01288;520;0.7144;356.15
5399;nitric oxide;30.00614;180.15;0.5829;121.38
5400;nitrilotrisacetonitrile;134.1406;823;0.924;623
5401;nitrobenzene;123.11124;719;0.449;483.95
5402;nitroethane;75.06724;593;0.38;387.22
5403;nitrogen;28.01348;126.2;0.0377;77.34
5404;nitrogen dioxide;46.00554;431.15;0.8511;294.15
5405;nitrogen pentoxide;108.01048;515.51;0.266;306.15
5406;nitrogen tetraoxide;92.01108;431.15;0.8533;294.31
5407;nitrogen trichloride;120.36484;564;0.199;344.15
5408;nitrogen trifluoride;71.0019496;234;0.12;144.09
5409;nitrogen trioxide;76.01168;425;0.4312;275.15
5410;nitromethane;61.04036;588.15;0.348;374.35
5411;nitrosyl chloride;65.45884;440.65;0.3005;267.77
5412;nitrosyl fluoride;49.0045432;352.67;0.405;213.25
5413;nitrous oxide;44.01288;309.57;0.1408;184.67
5414;nonadecanal;282.51012;774.21;0.861;623.15
5415;nonadecane;268.5266;758;0.852;603.05
5416;nonadecanenitrile;279.50952;801.62;0.839;647.15
5417;nonadecanoic acid;298.50952;812;1.063;659.15
5418;nonadecylamine;283.54128;786.3;0.937;643.15
5419;nonadecylbenzene;344.62436;841.84;0.778;683.15
5420;nonadecylcyclohexane;350.672;843.31;0.729;685.15
5421;nonadecylcyclopentane;336.64512;829.99;0.746;673.15
5422;nonane;128.2578;594.6;0.444;423.97
5423;nonanenitrile;139.24072;677.19;0.605;497.55
5424;nonanoic acid;158.24072;710.7;0.772;528.75
5425;nonyl acetate;186.29448;661;0.716;497.1
5426;nonyl butanoate;214.34824;706.7;0.57;535.15
5427;nonyl formate;172.2676;656;0.65;487
5428;nonyl mercaptan;160.3238;681;0.531;492.95
5429;nonyl propanoate;200.32136;693.1;0.716;532.18
5430;nonylamine;143.27248;648;0.617;475.35
5431;nonylbenzene;204.35556;741;0.638;555.2
5432;nonylcyclohexane;210.4032;737.79;0.577;554.66
5433;nonylcyclopentane;196.37632;716.95;0.566;535.26
5434;nonylphenol;220.35496;770;0.88;590.76
5435;o-amylphenol;164.24744;751;0.569;486.71
5436;o-bromotoluene;171.03658;699;0.318;454.85
5437;o-chloroaniline;127.57308;722;0.421;481.99
5438;o-chlorobenzoic acid;156.5682;792;0.664;560.15
5439;o-chloronitrobenzene;157.556;757;0.486;519
5440;o-chlorophenol;128.5578;675;0.437;447.53
5441;o-chlorotoluene;126.58528;656;0.304;432.3
5442;o-cresol;108.13992;697.55;0.434;464.15
5443;o-cymene;134.22116;657;0.366;451.33
5444;o-dibromobenzene;235.90576;761;0.293;498.15
5445;o-dichlorobenzene;147.00316;705;0.219;453.57
5446;o-diethylbenzene;134.22116;668;0.34;456.61
5447;o-difluorobenzene;114.0945664;554.46;0.32;364.66
5448;o-dinitrobenzene;168.10884;831;0.669;592
5449;o-ethylaniline;121.18208;704;0.462;482.65
5450;o-ethylphenol;122.1668;703;0.476;477.67
5451;o-ethylstyrene;132.20528;672.78;0.376;460.44
5452;o-ethylthiophenol;138.2334;722.65;0.374;483.15
5453;o-ethyltoluene;120.19428;650;0.335;438.33
5454;o-fluorotoluene;110.1309832;590.48;0.311;388.15
5455;o-heptylphenol;192.3012;763.83;0.626;430.15
5456;o-methylstyrene;118.1784;659;0.341;442.96
5457;o-methylthiophenol;124.20652;714.96;0.329;467.35
5458;o-nitroaniline;138.12592;784;0.741;558
5459;o-nitroanisole;153.13752;782;0.561;546.15
5460;o-nitrotoluene;137.13812;720;0.482;495.64
5461;o-phenylenediamine;108.143;781;0.539;530.15
5462;o-terphenyl;230.30916;857;0.551;609.15
5463;o-toluic acid;136.15032;751;0.657;532
5464;o-toluidine;107.1552;716.5;0.384;473.49
5465;o-xylene;106.1674;630.3;0.31;417.58
5466;oct-2-ene;112.21504;564.74;0.328;398.05
5467;oct-4-ene;112.21504;564.74;0.328;398
5468;octadecamethyloctasiloxane;607.30656;688.9;0.984;583.6
5469;octadecanal;268.48324;762.31;0.858;610.15
5470;octadecane;254.49972;747;0.811;589.86
5471;octadecanenitrile;265.48264;790.72;0.84;635.15
5472;octadecanoic acid;284.48264;804;1.036;648.35
5473;octadecylamine;269.5144;777.4;0.905;630.15
5474;octadecylbenzene;330.59748;834;0.951;673.15
5475;octadecylcyclohexane;336.64512;833.93;0.742;675.15
5476;octadecylcyclopentane;322.61824;819.7;0.756;662.15
5477;octafluoro-2-butene;200.0312256;392;0.292;270.36
5478;octafluorocyclobutane;200.0312256;388.37;0.356;267.17
5479;octafluorocyclopentene;212.0422256;465.23;0.11;300.15
5480;octafluoropropane;188.0202256;345.05;0.327;236.4
5481;octamethylcyclotetrasiloxane;296.61816;586.5;0.589;448.15
5482;octamethyltrisiloxane;236.53386;564.4;0.533;425.7
5483;octane;114.23092;568.7;0.4;398.83
5484;octane, mixture;114.23092;562.52;0.336;376.22
5485;octanenitrile;125.21384;661.13;0.562;478.35
5486;octanoic acid;144.21384;694.26;0.771;512.85
5487;octyl acetate;172.2676;652;0.651;484.45
5488;"octyl alcohol; mixed isomers";130.23032;600.92;0.733;468.15
5489;octyl butanoate;200.32136;691.8;0.53;517.15
5490;octyl formate;158.24072;645;0.587;471.95
5491;octyl mercaptan;146.29692;664;0.473;472.19
5492;octyl pentanoate;214.34824;682;0.759;534.75
5493;octyl propanoate;186.29448;677.2;0.621;501.15
5494;octylamine;129.2456;627;0.569;452.75
5495;octylbenzene;190.32868;729;0.572;537.55
5496;octylcyclohexane;196.37632;723.61;0.538;536.76
5497;octylcyclopentane;182.34944;702.06;0.526;516.86
5499;osmium tetroxide;254.1976;678;0.178;408.15
5500;oxalic acid;90.03548;804;0.918;569
5501;oxazole;69.06296;554;0.231;342.65
5502;oxygen;31.9988;154.58;0.0222;90.19
5503;ozone;47.9982;261;0.2119;161.85
5504;p-aminoazobenzene;197.23956;877;0.635;633
5505;p-aminodiphenyl;169.22608;867;0.542;610
5506;p-aminodiphenylamine;184.24076;867;0.694;627.15
5507;p-benzidine;184.24076;929;0.735;674.85
5508;p-benzoquinone;108.09656;683;0.495;454
5509;p-bromotoluene;171.03658;699;0.318;457.5
5510;p-chloroaniline;127.57308;754;0.421;503.65
5511;p-chlorobenzotrifluoride;180.5566696;601;0.372;411.85
5512;p-chloronitrobenzene;157.556;751;0.491;515.15
5513;p-chlorophenol;128.5578;738;0.485;493.11
5514;p-chlorotoluene;126.58528;660;0.312;435.65
5515;p-cresol;108.13992;704.65;0.513;475.13
5516;p-cumylphenol;212.29144;834;0.689;608.15
5517;p-cymene;134.22116;652;0.374;450.28
5518;p-dibromobenzene;235.90576;761;0.293;491.65
5519;p-dichlorobenzene;147.00316;684.75;0.285;447.21
5520;p-diethylbenzene;134.22116;657.9;0.403;456.94
5521;p-difluorobenzene;114.0945664;556;0.299;362
5522;p-diisopropylbenzene;162.27492;689;0.39;483.65
5523;p-diisopropylbenzene hydroperoxide;194.27372;810;0.928;616
5524;p-dimethylaminobenzaldehyde;149.19248;832;0.527;588
5525;p-dinitrobenzene;168.10884;803;0.662;571.5
5526;p-ethylaniline;121.18208;695.58;0.433;490.65
5527;p-ethylphenol;122.1668;716.45;0.515;491.14
5528;p-ethylstyrene;132.20528;680.1;0.376;465.45
5529;p-ethylthiophenol;138.2334;724.15;0.374;484.15
5530;p-ethyltoluene;120.19428;640.2;0.367;435.16
5531;p-fluorotoluene;110.1309832;590.48;0.311;389.76
5532;p-hydroquinone;110.11244;823;0.682;559.15
5533;p-hydroxybenzaldehyde;122.12344;844;0.617;583.15
5534;p-isopropylenylstyrene;144.21628;741;0.407;515
5535;p-menthane-8-hydroperoxide;172.2676;711;0.901;532
5536;p-methoxyphenol;124.13932;761;0.536;517.85
5537;p-methylstyrene;118.1784;665;0.318;445.93
5538;p-methylthiophenol;124.20652;716.03;0.329;468.05
5539;p-nitroaniline;138.12592;851;0.782;609.15
5540;p-nitrotoluene;137.13812;743;0.425;511.65
5541;p-phenetidine;137.18148;754;0.553;528
5542;p-phenylenediamine;108.143;796;0.539;540
5543;p-terphenyl;230.30916;908;0.643;655.15
5544;p-tert-amylphenol;164.24744;752;0.564;535.65
5545;p-tert-butyl ethylbenzene;162.27492;684;0.435;485.25
5546;p-tert-butylcatechol;166.21996;776;0.734;558
5547;p-tert-octylphenol;206.32808;765;0.633;563.6
5548;p-tolualdehyde;120.15092;698;0.442;477.15
5549;p-toluic acid;136.15032;773;0.661;548.15
5550;p-toluidine;107.1552;693.15;0.472;473.57
5551;p-xylene;106.1674;616.2;0.322;411.51
5552;palustric acid;302.457;789;0.917;616
5553;paraldehyde;132.15948;579;0.437;397.15
5554;pentaborane;65.14234;547.13;0.134;336.15
5555;pentachlorobenzene;250.33744;791.17;0.493;549.15
5556;pentachloroethane;202.29344;665;0.246;433.03
5557;pentachlorofluoroethane;220.2839032;624;0.245;411.05
5558;pentacosane;352.68788;812;1.105;675.05
5559;pentacosylamine;367.70256;871.97;0.708;712.15
5560;pentadecanal;226.4026;728.48;0.811;570.15
5561;pentadecane;212.41908;708;0.686;543.83
5562;pentadecanenitrile;223.402;756.38;0.805;595.15
5563;pentadecanoic acid;242.402;775;0.959;612.05
5564;pentadecylamine;227.43376;746.5;0.787;586.15
5565;pentadecylbenzene;288.51684;809;0.857;639.15
5566;pentadecylcyclohexane;294.56448;803.46;0.733;640.16
5567;pentadecylcyclopentane;280.5376;780;0.833;625
5568;pentaethylbenzene;218.38244;731;0.67;550.16
5569;pentafluoroethane;120.021956;339.17;0.305;225.04
5570;pentafluoroethyl trifluorovinyl ether;216.0306256;401;0.449;281.15
5571;pentamethylbenzene;148.24804;719.15;0.464;504.55
5572;pentamethylphenol;164.24744;751;0.569;540.15
5573;pentanal;86.1338;566.1;0.347;376.15
5574;pentanedial;100.11732;660;0.537;461.15
5575;pentanoic acid;102.1332;639.16;0.698;458.95
