id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
4669;diisobutyl ketone;142.24132;615;0.512;441.41
4670;diisobutyl phthalate;278.34828;762;0.916;593.15
4671;diisobutyl sulfide;146.29692;658.04;0.447;444.15
4672;diisobutyl sulfone;178.29572;767;0.688;538.15
4673;diisobutylamine;129.2456;580;0.485;412.25
4674;diisononyl phthalate;418.61708;835;1.031;682
4675;diisooctyl phthalate;390.56332;851;1.088;694
4676;diisopentyl disulfide;206.41668;726.94;0.614;520.15
4677;diisopentyl ether;158.28408;622;0.601;445.65
4678;diisopentyl sulfide;174.35068;701.03;0.551;489.2
4679;diisopentylamine;157.29936;644.56;0.585;461.15
4680;diisopropyl disulfide;150.30916;673;0.37;450.15
4681;diisopropyl ether;102.17656;500.05;0.339;341.45
4682;diisopropyl sulfide;118.24316;585.71;0.316;393.19
4683;diisopropylamine;101.19184;523.1;0.388;357.05
4684;diisopropylbenzene;162.27492;697.15;0.437;473.6
4685;diketene;84.07456;616;0.382;399.2
4686;dilactic acid;162.1424;660;0.907;489
4687;dimethoxydimethylsilane;120.22358;524;0.263;354.55
4688;dimethyl carbonate;90.07884;548;0.385;363.4
4689;"dimethyl cyclohexane-1,4-dicarboxylate; (cis+trans)";200.23464;736;0.641;539.15
4690;dimethyl disulfide;94.20164;615;0.206;382.9
4691;dimethyl ether;46.06904;400.1;0.2;248.31
4692;dimethyl isophthalate;194.187;719;0.655;523
4693;dimethyl maleate;144.12712;675;0.562;478.15
4694;dimethyl phenol;122.1668;713.62;0.513;411.65
4695;dimethyl phthalate;194.187;766;0.657;556.85
4696;dimethyl silane;60.17102;402;0.13;253.55
4697;dimethyl succinate;146.143;657;0.622;469.35
4698;dimethyl sulfate;126.13324;716;0.439;462.15
4699;dimethyl sulfide;62.13564;503.04;0.194;310.48
4700;dimethyl sulfoxide;78.13504;729;0.281;464
4701;dimethyl terephthalate;194.187;772;0.637;561.15
4702;dimethyl-1,1-dimethylpropylamine;115.21872;574.99;0.344;391.15
4703;dimethyl-1,2-dimethylpropylamine;115.21872;565.3;0.406;390.5
4704;dimethyl-2,2-dimethylpropylamine;115.21872;574.03;0.344;390.5
4705;dimethyl-2,6-naphthalenedicarboxylate;244.24688;883;0.685;650.86
4706;dimethyl-2-methylbutylamine;115.21872;561.68;0.406;388
4707;dimethyl-2-pentylamine;115.21872;553.21;0.406;382.15
4708;dimethyl-3-methylbutylamine;115.21872;559.73;0.406;386.65
4709;dimethyl-3-pentylamine;115.21872;563.35;0.406;389.15
4710;dimethyl-propylamine;87.16496;528;0.175;339.15
4711;dimethyl-sec-butylamine;101.19184;542.32;0.361;367.15
4712;dimethyl-tert-butylamine;101.19184;545.31;0.3;363.15
4713;dimethylacetylene;54.09164;473.2;0.239;300.13
4714;dimethylaluminum chloride;92.503879;619;0.183;399.15
4715;dimethylamine;45.08432;437.2;0.3;280.03
4716;dimethylbutylamine;101.19184;538;0.34;367.15
4717;dimethyldecylamine;185.35312;685.3;0.536;508.15
4718;dimethyldocosylamine;353.67568;824.83;0.737;673.15
4719;dimethyldodecylamine;213.40688;714.5;0.612;544.15
4720;dimethyleicosylamine;325.62192;802.46;0.79;652.15
4721;dimethylethanolamine;89.13748;571.82;0.711;407.15
4722;dimethylethylamine;73.13808;500;0.097;310.15
4723;dimethylheneicosylamine;339.6488;813.93;0.767;663.15
4724;dimethylheptadecylamine;283.54128;770.6;0.749;617.15
4725;dimethylheptylamine;143.27248;630.7;0.404;445.15
4726;dimethylhexadecylamine;269.5144;760.9;0.716;603.15
4727;dimethylhexylamine;129.2456;608.7;0.323;418.15
4728;dimethylisobutylamine;101.19184;523.11;0.361;354.15
4729;dimethylisopropylamine;87.16496;511.91;0.317;339.15
4730;dimethylnaphthalene, isomers;156.22728;776.35;0.424;537.28
4731;dimethylnonadecylamine;311.59504;791.64;0.804;641.15
4732;dimethylnonylamine;171.32624;668.7;0.483;488.15
4733;dimethyloctadecylamine;297.56816;779.7;0.763;629.15
4734;dimethyloctylamine;157.29936;650.6;0.415;464.15
4735;dimethylpentadecylamine;255.48752;750.5;0.699;590.15
4736;dimethylpentylamine;115.21872;584.2;0.298;395.15
4737;dimethyltetradecylamine;241.46064;739.4;0.669;575.15
4738;dimethyltricosylamine;367.70256;836.42;0.708;683.15
4739;dimethyltridecylamine;227.43376;727.4;0.643;560.15
4740;dimethylundecylamine;199.38;700.5;0.57;526.15
4741;dinonyl disulfide;318.63172;802.3;0.832;642.16
4742;dinonyl ether;270.49912;736;1.002;591
4743;dinonyl phthalate;418.61708;866;0.996;707
4744;dinonyl sulfide;286.56572;810.53;0.787;625
4745;dinonylamine;269.5144;761.5;0.891;607.15
4746;dioctyl disulfide;290.57796;784.46;0.806;619.16
4747;dioctyl ether;242.44536;707;0.934;559.65
4748;dioctyl sulfide;258.51196;760;0.88;601
4749;dioctylamine;241.46064;734;0.819;580.81
4750;dipentyl disulfide;206.41668;726.94;0.614;537.06
4751;dipentyl sulfide;174.35068;701.03;0.551;500
4752;dipentylamine;157.29936;639;0.677;476.15
4753;diphenyl ether;170.2108;766.8;0.439;531.46
4754;diphenylacetylene;178.2334;832;0.384;573
4755;diphenylamine;169.22608;817;0.53;575.15
4756;diphenylmethane;168.23828;760;0.482;537.42
4757;diphenylmethane-4,4'-diisocyanate;250.25668;802;0.95;609
4758;dipropyl disulfide;150.30916;675;0.437;469
4759;dipropyl ether;102.17656;530.6;0.369;363.23
4760;dipropyl maleate;200.23464;691;0.782;521
4761;dipropyl phthalate;250.29452;768;0.855;590.65
4762;dipropyl sulfide;118.24316;608;0.374;415.98
4763;dipropyl sulfone;150.24196;763;0.582;543
4764;dipropylene glycol monoethyl ether;162.22912;617;0.931;471
4765;dipropylene glycol monomethyl ether;148.20224;612;0.88;461.45
4766;disilane;62.21864;432;0.0939;259
4767;disilane, hexachloro;268.8872;660.96;0.035;418.15
4768;disilane, hexafluoro;170.1614192;411.33;0.022;254.25
4770;disiloxane;78.21804;416.86;0.078;257.95
4773;disulfide, bis(1-methylpropyl);178.36292;704.16;0.529;513.34
4774;disulfide, bis(2-methylpropyl);178.36292;704.16;0.529;493
4775;diundecyl phthalate;474.7246;970;0.747;783
4776;diundecylamine;325.62192;804.24;0.8;655.15
4777;divinyl ether;70.09104;463;0.291;301.45
4778;docosane;310.60724;787;0.972;641.75
4779;docosylamine;325.62192;834.97;0.821;680.15
4780;dodecamethylpentasiloxane;384.84294;628.4;0.726;503
4781;dodecanal;184.32196;708;0.675;523.15
4782;dodecane;170.33844;658;0.576;489.47
4783;dodecanenitrile;181.32136;720.09;0.72;550.15
4784;dodecanoic acid;200.32136;743;0.88;571.85
4785;dodecyl acetate;228.37512;720.3;1.006;538.15
4786;dodecyl formate;214.34824;713.2;0.798;554.36
4787;dodecylamine;185.35312;696;0.764;532.35
4788;dodecylbenzene;246.4362;780;0.733;600.76
4789;dodecylcyclohexane;252.48384;772.83;0.675;600.86
4790;dodecylcyclopentane;238.45696;755.17;0.669;584.06
4791;eicosanal;296.537;784.21;0.856;634.15
4792;eicosane;282.55348;768;0.907;616.93
4793;eicosanenitrile;293.5364;813.13;0.829;659.15
4794;eicosanoic acid;312.5364;821;1.087;670.15
4795;eicosylamine;297.56816;794.6;0.98;656.15
4796;eicosylbenzene;358.65124;851.65;0.759;693.15
4797;eicosylcyclohexane;364.69888;853.38;0.708;695.15
4798;eicosylcyclopentane;350.672;839.72;0.729;683.15
4799;epsilon-caprolactam;113.15948;806;0.476;543.15
4800;epsilon-caprolactone;114.1442;771;0.442;514
4801;erythro-4,4-dimethyl-2,3-pentanediol;132.20284;710.3;1.107;539.81
4802;ethane;30.06964;305.32;0.1;184.55
4803;ethanesulfonyl chloride;128.5792;682;0.369;448.49
4804;ethyl 2,2-dimethylpropanoate;130.18696;580.5;0.562;391.55
4805;ethyl 2-butenoate;114.1442;569;0.434;409.65
4806;ethyl 2-ethylhexanoate;172.2676;637;0.579;473.73
4807;ethyl 2-methylbutanoate, (+);130.18696;584;0.456;405.15
4808;ethyl 2-methylbutyrate;130.18696;587.95;0.407;405.9
4809;ethyl 3-butenoate;114.1442;569;0.434;392.15
4810;ethyl 3-methyl-2-butenoate;128.17108;592.33;0.432;426.65
4811;ethyl 3-methylhexanoate;158.24072;629;0.596;450.15
4812;ethyl 3-methylnonanoate;200.32136;667;0.699;523.39
4813;ethyl 4-methylhexanoate;158.24072;629;0.596;453.15
4814;ethyl 4-methylpentanoate;144.21384;602;0.395;436.15
4815;ethyl acetate;88.10632;523.3;0.366;350.21
4816;ethyl acrylate;100.11732;553;0.378;372.65
4817;ethyl alcohol;46.06904;513.92;0.645;351.44
4818;ethyl benzoate;150.1772;698;0.477;486.55
4819;ethyl butanoate;116.16008;571;0.401;394.65
4820;ethyl butyl ether;102.17656;531;0.385;365.35
4821;ethyl butyl sulfide;118.24316;609;0.374;417.41
4822;ethyl chloride;64.5144;460.35;0.19;285.42
4823;ethyl chloroacetate;122.55108;618;0.393;417.35
4824;ethyl chloroformate;108.5242;508.15;0.835;366
4825;ethyl cis-2-butenoate;114.1442;569;0.434;409.15
4826;ethyl cyanoacetate;113.11612;679;0.558;479.15
4827;ethyl decanoate;200.32136;667;0.699;514.65
4828;ethyl decyl sulfide;202.40444;733.68;0.631;537
4829;ethyl dodecyl sulfide;230.4582;762.23;0.7;569
4830;ethyl ether of propylene glycol;104.14908;582;0.783;444.01
4831;ethyl fluoride;48.0601032;375.31;0.22;235.45
4832;ethyl formate;74.07944;508.4;0.285;327.46
4833;ethyl heptadecyl sulfide;300.5926;821.75;0.794;635
4834;ethyl heptanoate;158.24072;629;0.596;460.15
4835;ethyl heptyl ether;144.2572;592.67;0.508;439.15
4836;ethyl heptyl sulfide;160.3238;681.56;0.508;480
4837;ethyl hexadecyl sulfide;286.56572;810.53;0.787;625
4838;ethyl hexanoate;144.21384;602;0.395;440.15
4839;ethyl hexyl ether;130.23032;583;0.494;417.15
4840;ethyl hexyl sulfide;146.29692;660.72;0.465;460
4841;ethyl iodide;155.96617;561;0.224;345.45
4842;ethyl isobutanoate;116.16008;553.15;0.426;383
4843;ethyl isobutyl ether;102.17656;520.57;0.359;354.25
4844;ethyl isocyanate;71.07884;526;0.255;333.15
4845;ethyl isocyanide;55.07944;535.33;0.338;351.65
4846;ethyl isopentyl ether;116.20344;558.21;0.307;385.65
4847;ethyl isopropyl ether;88.14968;489;0.306;326.15
4848;ethyl isopropyl ketone;100.16068;567;0.389;386.55
4849;ethyl isovalerate;130.18696;587.95;0.4;407.45
4850;ethyl lactate;118.1326;588;0.793;427.65
4851;ethyl mercaptan;62.13564;499.15;0.188;308.15
4852;ethyl methacrylate;114.1442;577;0.344;390.15
4853;ethyl methyl sulfate;140.16012;775;0.126;472.42
4854;ethyl nonanoate;186.29448;652;0.639;500.15
4855;ethyl nonyl sulfide;188.37756;717.91;0.592;520
4856;ethyl octadecyl sulfide;314.61948;832.33;0.795;645
4857;ethyl octanoate;172.2676;637;0.579;481.65
4858;ethyl octyl ether;158.28408;622;0.601;459.45
4859;ethyl octyl sulfide;174.35068;700;0.538;505.54
4860;ethyl pentadecyl sulfide;272.53884;798.63;0.774;611
4861;ethyl pentanoate;130.18696;587.95;0.407;419.25
4862;ethyl pentyl ether;116.20344;558.21;0.307;390.75
4863;ethyl pentyl sulfide;132.27004;638.37;0.42;440
4864;ethyl propanoate;102.1332;546;0.394;372.25
4865;ethyl propenyl ether;86.1338;505.58;0.323;343.15
4866;ethyl propyl ether;88.14968;500.23;0.346;337.01
4867;ethyl propyl sulfide;104.21628;584;0.329;391.65
4868;ethyl sec-butyl ether;102.17656;520.72;0.359;354.35
4869;ethyl sulfate;126.13324;857;0.494;553.15
4870;ethyl tert-butyl ether;102.17656;514;0.296;345.95
4871;ethyl tetradecyl sulfide;258.51196;791.68;0.686;597
4872;ethyl trans-2-butenoate;114.1442;569;0.434;411.15
4873;ethyl trans-2-methyl-2-butenoate;128.17108;592.33;0.432;429.15
4874;ethyl tridecyl sulfide;244.48508;775.15;0.729;583
4875;ethyl undecanoate;214.34824;682;0.759;542.21
4876;ethyl undecyl sulfide;216.43132;748.42;0.667;553
4877;ethyl vanillin;166.1766;748;1.073;567
4878;ethyl vinyl ether;72.10692;475.15;0.267;308.7
4879;ethyl-3-ethoxypropionate;146.18636;621;0.497;441.65
4880;ethyl-sec-butylamine;101.19184;538.12;0.432;371.15
4881;ethyl-tert-butylamine;101.19184;517.03;0.369;351.15
4882;ethylacetoacetate;130.1436;643;0.561;453.95
4883;ethylacetylene;54.09164;443.2;0.247;281.22
4884;ethylamine;45.08432;456.15;0.285;289.73
4885;ethylbenzene;106.1674;617.15;0.304;409.35
4886;ethylbenzene hydroperoxide;138.1662;737;0.813;536
4887;ethylbutylamine;101.19184;548.52;0.463;381.15
4888;ethylcyclobutane;84.16128;528.1;0.256;343.75
4889;ethylcyclohexane;112.21504;609.15;0.246;404.95
4890;ethylcyclopentane;98.18816;569.5;0.27;376.62
4891;ethylcyclopropane;70.1344;480.93;0.242;309.08
4892;ethyldecylamine;185.35312;677.7;0.696;514.15
4893;ethyldocosylamine;353.67568;830.33;0.732;678.15
4894;ethyldodecylamine;213.40688;707.4;0.776;549.15
4895;ethyleicosylamine;325.62192;806.7;0.8;657.15
4896;ethylene;28.05376;282.34;0.086;169.47
4897;ethylene carbonate;88.06296;806;0.442;521.35
4898;ethylene glycol;62.06844;720;0.507;470.45
4899;ethylene glycol diacetate;146.143;653;0.56;463.65
4900;ethylene glycol diacrylate;170.165;689;0.662;503
4901;ethylene glycol diethyl ether;118.17596;561;0.482;394.55
4902;ethylene glycol dinitrate;152.06364;654;0.79;472.15
4903;ethylene glycol mono-sec-butyl ether;118.17596;600;0.817;481.98
4904;ethylene glycol monohexyl ether;146.22972;633;0.9;481.45
4905;ethylene glycol monomethacrylate;130.1436;677;0.839;499.15
4906;ethylene glycol monopropyl ether;104.14908;615.2;0.486;424.5
4907;ethylene oxide;44.05316;469.15;0.197;283.6
4908;ethylene sulfide;60.11976;547;0.161;328.08
4909;ethylenediamine;60.099;593;0.472;390.41
4910;ethyleneimine;43.06844;537;0.201;329
4911;ethylheneicosylamine;339.6488;818.78;0.77;668.15
4912;ethylheptadecylamine;283.54128;764.7;0.941;621.15
4913;ethylheptylamine;143.27248;622.2;0.575;453.85
4914;ethylhexadecylamine;269.5144;754.8;0.907;608.15
4915;ethylhexylamine;129.2456;599.8;0.535;431.15
4916;ethylidene diacetate;146.143;635;0.478;442.15
4917;ethylidene norbornene;120.19428;629;0.314;420.67
4918;ethylisobutylamine;101.19184;538.12;0.432;371.15
4919;ethylisopropylamine;87.16496;513.8;0.403;349.15
4920;ethylnonadecylamine;311.59504;795.27;0.822;646.15
4921;ethylnonylamine;171.32624;660.8;0.657;495.15
4922;ethylnorbene;122.21016;625;0.261;416.75
4923;ethyloctadecylamine;297.56816;773.9;0.981;634.15
4924;ethyloctylamine;157.29936;642.4;0.616;475.15
4925;ethylpentadecylamine;255.48752;744.2;0.891;595.15
4926;ethylpentylamine;115.21872;575;0.496;407.15
4927;ethylpropylamine;87.16496;520;0.393;353.45
4928;ethyltetradecylamine;241.46064;732.8;0.848;580.15
4929;ethyltricosylamine;367.70256;842.59;0.708;688.15
4930;ethyltridecylamine;227.43376;720.6;0.811;565.15
4931;ethylundecylamine;199.38;693.1;0.738;532.15
4932;ethynylbenzene;102.13564;650;0.226;416
4933;ferric chloride;162.2051;948.15;0.1741;592.15
4935;fluoranthene;202.2554;905;0.588;655.95
4936;fluorene;166.2224;826;0.404;570.44
4937;fluorine;37.9968064;144.12;0.053;84.95
4938;fluorine oxide;53.9962064;215;0.075;128.4
4939;fluorobenzene;96.1041032;560.09;0.247;357.88
4940;fluoroform;70.0141496;299.01;0.264;191.09
4941;formaldehyde;30.02628;408;0.282;254.05
4942;formamide;45.04096;771;0.453;493
4943;formanilide;121.13872;787;0.545;544.15
4944;formic acid;46.02568;588;0.317;373.71
4946;fumaric acid;116.07336;771;0.989;563.15
4947;furan;68.07516;490.15;0.202;304.5
4948;furfural;96.08556;670.15;0.368;434.85
4949;furfuryl alcohol;98.10144;632;0.734;443.15
4950;gallium trichloride;176.0811;694;0.4577;474.15
4952;gamma-butyrolactone;86.09044;739;0.369;477.15
4953;gamma-terpinene;136.23704;661;0.376;456.15
4954;germane;76.64176;312.2;0.1506;185
4955;germane, trichloro;179.97604;559.78;0.17;348.45
4956;germanium bromide;392.226;718;0.169;459.5
4957;germanium chloride;214.4208;553.2;0.123;359.7
4958;glutaric acid;132.11612;807;0.959;595.54
4959;glutaric anhydride;114.10084;838;0.537;562.69
4960;glutaronitrile;94.11612;782;0.603;559.15
4961;glycerol;92.09472;850;0.513;561
4962;glycerol 1-monooleate;356.5462;885;0.992;714
4963;glyceryl triacetate;218.20656;704;0.839;532.15
4964;glycolic acid;76.05196;616;1.059;443
4965;glyoxal;58.03668;495;0.413;323.55
4967;guaiacol;124.13932;697;0.571;478.15
4968;halothane;197.3818496;496;0.275;323.35
4969;heneicosane;296.58036;778;0.942;629.65
4970;heneicosanenitrile;307.56328;824.05;0.812;670.15
4971;heneicosylamine;311.59504;822.4;0.844;668.15
4972;heneicosylbenzene;372.67812;860.93;0.733;702.15
4973;heneicosylcyclopentane;364.69888;850.13;0.705;693.15
4974;heptadecanal;254.45636;752.2;0.849;598.15
4975;heptadecane;240.47284;736;0.77;575.3
4976;heptadecanenitrile;251.45576;779.15;0.835;622.15
4977;heptadecanoic acid;270.45576;793;1.028;635.75
4978;heptadecanol (mixed primary isomers);256.47224;767.2;0.798;599.15
4979;heptadecylamine;255.48752;767.8;0.869;616.15
4980;heptadecylbenzene;316.5706;826;0.92;662.15
4981;heptadecylcyclohexane;322.61824;823.97;0.748;664.15
4982;heptadecylcyclopentane;308.59136;808.79;0.758;650.15
4983;heptafluoropropane;170.0297624;374.83;0.355;256.79
4984;heptane;100.20404;540.2;0.35;371.58
4985;heptanedioic acid;160.16988;805;1.116;615.25
4986;heptanenitrile;111.18696;643.1;0.518;457.65
4987;heptanoic acid;130.18696;677.3;0.756;496.15
4988;heptyl acetate;158.24072;637;0.595;465.55
4989;heptyl butanoate;186.29448;675.5;0.496;498.25
4990;heptyl formate;144.21384;628;0.534;451.25
4991;heptyl hexanoate;214.34824;682;0.759;534.15
4992;heptyl mercaptan;132.27004;645;0.419;450.09
4993;heptyl nonyl phthalate;390.56332;841;1.094;687
4994;heptyl pentanoate;200.32136;667;0.699;518.35
4995;heptyl propanoate;172.2676;659.6;0.508;483.15
4996;heptyl undecyl phthalate;418.61708;878;1.021;717
4997;heptylamine;115.21872;607;0.511;430.05
4998;heptylbenzene;176.3018;714;0.529;519.25
4999;heptylcyclohexane;182.34944;708.63;0.498;518.06
5000;heptylcyclopentane;168.32256;679;0.515;497.3
5001;hex-3-ene;84.16128;506.59;0.25;339.95
5002;hexachloro-1,3-butadiene;260.7602;738;0.168;486.15
5003;hexachlorobenzene;284.7822;825;0.497;582.55
5004;hexachlorocyclopentadiene;272.7712;746;0.383;512.15
5005;hexachloroethane;236.7382;695;0.239;458
5006;hexadecamethylheptasiloxane;533.15202;671.8;0.887;559.94
5007;hexadecanal;240.42948;740.1;0.833;584.15
5008;hexadecane;226.44596;723;0.717;560.01
5009;hexadecanenitrile;237.42888;768.13;0.823;609.15
5010;hexadecanoic acid;256.42888;785;0.983;624.15
5011;hexadecylamine;241.46064;757.5;0.826;601.15
5012;hexadecylcyclohexane;308.59136;813.42;0.741;652.16
5013;hexadecylcyclopentane;294.56448;797.25;0.748;637.16
5014;hexadiene;82.1454;526.51;0.25;344.64
5015;hexaethylbenzene;246.4362;746;0.753;571.16
5016;hexafluoroacetone;166.0228192;357.14;0.364;245.88
5017;hexafluorobenzene;186.0564192;516.73;0.395;353.41
5018;hexafluoroethane;138.0124192;292.8;0.249;194.95
5019;hexafluoropropylene;150.0234192;368;0.205;243.55
5020;hexamethylbenzene;162.27492;758;0.496;536.6
5021;hexamethylcyclotrisiloxane;222.46362;554.2;0.474;408.26
5022;hexamethyldewarbenzene;162.27492;697.15;0.437;440
5023;hexamethyldisilazane;161.3946;544;0.51;399.15
5024;hexamethyldisiloxane;162.37932;518.7;0.415;373.67
5025;hexamethylene diisocyanate;168.19556;720.8;0.729;528.15
5026;hexamethylenediamine;116.20652;660;0.635;473
5027;hexamethyleneimine;99.17596;624;0.345;411.15
5028;hexanal;100.16068;591;0.387;401.45
5029;hexane;86.17716;507.6;0.301;341.88
5030;hexane, 2,5-dichloro-, (R*,S*)-;155.06668;633.09;0.397;444.73
5031;hexanenitrile;97.16008;622.05;0.474;436.75
5032;hexanoic acid;116.16008;660.2;0.73;478.85
5033;hexyl 2,2-dimethylpropanoate;186.29448;677.2;0.621;489.73
5034;hexyl 2-methylbutyrate;186.29448;652;0.639;489.73
5035;hexyl acetate;144.21384;618;0.54;444.65
5036;hexyl butanoate;172.2676;657.2;0.474;479.15
5037;hexyl formate;130.18696;607;0.483;428.65
5038;hexyl heptanoate;214.34824;682;0.759;534.15
5039;hexyl hexanoate;200.32136;667;0.699;519.15
5040;hexyl isovalerate;186.29448;652;0.639;489.73
5041;hexyl mercaptan;118.24316;623;0.368;425.81
5042;hexyl methyl ether;116.20344;558.21;0.307;399.25
5043;hexyl pentanoate;186.29448;652;0.639;499.45
5044;hexyl propanoate;158.24072;640;0.488;463.15
5045;hexylamine;101.19184;584;0.458;405.85
5046;hexylbenzene;162.27492;698;0.479;499.26
5047;hexylcyclohexane;168.32256;691.81;0.456;497.86
5048;hexylcyclopentane;154.29568;667.67;0.442;476.26
5049;hydracrylonitrile;71.07884;690;0.826;494.15
5050;hydrazine;32.04524;653.15;0.3142;386.65
5051;hydrazobenzene;184.24076;939;0.672;679
5052;hydrogen bromide;80.91194;363.15;0.0693;206.45
5053;hydrogen chloride;36.46064;324.65;0.1315;188.15
5054;hydrogen cyanide;27.02568;456.65;0.41;299.15
5055;hydrogen cyanide;27.02568;456.65;0.41;298.85
5056;hydrogen disulfide;66.14788;542.39;0.366;343.85
5057;hydrogen fluoride;20.0063432;461.15;0.3822;292.67
5058;hydrogen iodide;127.91241;423.85;0.0381;237.55
5059;hydrogen peroxide;34.01468;730.15;0.3582;423.35
5060;hydrogen selenide;80.97588;411.15;0.0542;231.15
5061;hydrogen sulfide;34.08188;373.53;0.0942;212.8
5062;hydrogen telluride;129.61588;438.04;0.289;271.15
5063;hydroxyacetonitrile;57.05196;664;0.801;467
5064;hydroxylamine;33.02996;574;0.694;383
5065;ibuprofen;206.28472;777;0.823;588
5066;indane;118.1784;684.9;0.309;451.12
5067;indene;116.16252;687;0.335;455.77
5068;indole;117.15032;790;0.376;526.15
5069;iodine;253.80894;819.15;0.1115;457.56
5070;iodine heptafluoride;259.8932924;447.53;0.122;277.95
5071;iodobenzene;204.01017;721.15;0.247;461.6
5072;iodoform;393.73235;794.55;0.193;491.16
5073;iron pentacarbonyl;195.899;607.2;0.091;376.15
5074;isoagatholal;304.47288;790;1.083;628
5075;isoamyl caprylate;214.34824;682;0.759;542.21
5076;isobutane;58.1234;407.8;0.184;261.43
5077;isobutanol;74.1228;547.78;0.585;380.81
5078;isobutene;56.10752;417.9;0.189;266.25
5079;isobutene, trimer;168.32256;656.77;0.548;453.15
5080;isobutyl 3-methylbutanoate;158.24072;614.21;0.771;441.65
5081;isobutyl 4-methylpentanoate;172.2676;637;0.579;445.15
5082;isobutyl acetate;116.16008;560.8;0.434;389.8
5083;isobutyl acrylate;128.17108;587;0.455;410
5084;isobutyl butanoate;144.21384;611;0.422;430.05
5085;isobutyl ether;130.23032;562;0.424;395.76
5086;isobutyl formate;102.1332;551.35;0.39;371.22
5087;isobutyl heptanoate;186.29448;652;0.639;481.15
5088;isobutyl heptyl ketone;184.32196;658;0.649;491.4
5089;isobutyl hexanoate;172.2676;637;0.579;427.05
5090;isobutyl isobutyrate;144.21384;602;0.403;420.65
5091;isobutyl isocyanate;99.1326;568;0.415;379.15
5092;isobutyl isocyanide;83.1332;563.17;0.397;383.15
5093;isobutyl mercaptan;90.1894;559;0.253;361.64
5094;isobutyl methacrylate;142.19796;612;0.421;428.15
5095;isobutyl pentanoate;158.24072;629;0.596;452.15
5096;isobutyl propanoate;130.18696;592;0.384;409.75
5097;isobutyl vinyl ether;100.16068;536;0.38;356.15
5098;isobutylamine;73.13808;513.73;0.363;340.88
5099;isobutylbenzene;134.22116;650;0.382;445.94
5100;isobutylcyclohexane;140.2688;667;0.274;444.45
5101;isobutylcyclopentane;126.24192;617.21;0.33;421.1
5102;isobutyraldehyde;72.10692;507;0.362;337.25
5103;isobutyric acid;88.10632;605;0.614;427.65
5104;isobutyronitrile;69.10632;565;0.338;376.76
5105;isodecanal;156.2682;657;0.642;470.15
5106;isodecanol;158.28408;644;0.913;493
5107;isooctanol;130.23032;600.92;0.733;459.15
5108;isopentyl 2-methylpropanoate;158.24072;640;0.488;441.65
5109;isopentyl acetate;130.18696;586.1;0.489;415.15
5110;isopentyl formate;116.16008;578;0.409;397.25
5111;isopentyl hexanoate;186.29448;652;0.639;498.65
5112;isopentyl isovalerate;172.2676;637;0.579;467.15
5113;isopentyl pentanoate;172.2676;637;0.579;473.73
5114;isopentyl propanoate;144.21384;611;0.462;432.65
5115;isopentylcyclohexane;154.29568;674.01;0.413;469.65
5116;isophorone;138.20956;715;0.4;488.35
5117;isophorone diisocyanate;222.2872;765;0.666;562
5118;isophthalic acid;166.13324;1007;1.061;753
5119;isophthaloyl chloride;203.02396;768;0.646;549
5120;isopimaric acid;302.457;807.1;0.791;623.1
5121;isoprene;68.11852;484;0.158;307.21
5122;isopropenyl acetate;100.11732;555.5;0.355;367.15
5123;isopropyl 3-methylbutanoate;144.21384;599.25;0.472;415.15
5124;isopropyl acetate;102.1332;532;0.368;361.65
5125;isopropyl acrylate;114.1442;560;0.405;383.15
5126;isopropyl alcohol;60.09592;508.31;0.669;355.41
5127;isopropyl butanoate;130.18696;574;0.464;404.15
5128;isopropyl decanoate;214.34824;682;0.759;542.21
5129;isopropyl formate;88.10632;518.5;0.313;341.25
5130;isopropyl isobutanoate;130.18696;584;0.456;393.85
5131;isopropyl isobutyl ether;116.20344;537;0.379;371.2
5132;isopropyl isocyanide;69.10632;541.04;0.353;360.35
5133;isopropyl mercaptan;76.16252;517;0.214;325.71
5134;isopropyl methacrylate;128.17108;592.33;0.432;398.15
5135;isopropyl octanoate;186.29448;652;0.639;489.73
5136;isopropyl pentanoate;144.21384;602;0.395;436.35
5137;isopropyl phenyl sulfide;152.26028;708.21;0.386;481.15
5138;isopropyl propanoate;116.16008;553;0.432;383.15
5139;isopropyl tetradecanoate;270.45576;738;0.935;588
5140;isopropyl vinyl ether;86.1338;505.58;0.323;328.65
5141;isopropyl-tert-butyl-ether;116.20344;558.21;0.307;378.66
5142;isopropylamine;59.1112;471.85;0.276;304.92
5143;isopropylcyclohexane;126.24192;627;0.33;427.91
5144;isopropylcyclopentane;112.21504;593;0.303;399.58
5145;isopropylcyclopropane;84.16128;506.65;0.259;331.47
5146;isopropyloctadecylamine;311.59504;783.99;0.817;635.98
5147;isoquinoline;129.16132;803.15;0.304;516.37
5148;isoxazole;69.06296;590;0.257;367.9
5149;itaconic acid;130.10024;821;0.925;601
5150;ketene;42.03728;370;0.126;223.34
5151;lactic acid;90.07884;675;1.022;490
5152;lactonitrile;71.07884;643;0.796;457
5159;levulinic acid;116.11672;738;0.756;530
5160;limonene;136.23704;660;0.313;451.15
5165;lysine;146.18944;821;1.013;615
5166;m-bromotoluene;171.03658;699;0.318;456.85
5167;m-chloroaniline;127.57308;751;0.42;501.65
5168;m-chlorobenzoyl chloride;175.01356;724;0.454;498
